# Original file        :    
# Ephemeris file       :    
# Number of data points:    9849
# TIMDAYRF             :    1996-Jul-24 00:00:00.00
# TIMDAYRF (JD)        :    2450288.5
#
#         TIME               DATA             ERROR         X Position      Y Position      Z Position   
#          (s)            (Counts/s)       (Counts/s)          (Km)            (Km)            (Km)      
#
     50288.5314351851         1.500000         0.387298        2957.120        6297.736        -292.047
     50288.5315509262         2.200000         0.469042        2888.466        6329.434        -296.191
     50288.5316666667         1.700000         0.412311        2819.470        6360.385        -300.300
     50288.5317824073         2.800000         0.529150        2750.142        6390.584        -304.373
     50288.5318981484         2.500000         0.500000        2680.488        6420.028        -308.411
     50288.5320138889         2.900000         0.538516        2610.517        6448.713        -312.412
     50288.5321296295         3.700000         0.608276        2540.238        6476.636        -316.375
     50288.5322453706         4.300000         0.655744        2469.659        6503.794        -320.302
     50288.5323611111         5.700000         0.754983        2398.788        6530.183        -324.190
     50288.5324768517         6.600000         0.812404        2327.633        6555.800        -328.040
     50288.5325925928         7.700000         0.877496        2256.204        6580.643        -331.851
     50288.5327083333         9.500000         0.974679        2184.508        6604.708        -335.623
     50288.5328240739        10.400000         1.019804        2112.554        6627.993        -339.355
     50288.5329398150        13.700000         1.170470        2040.350        6650.495        -343.047
     50288.5330555555        14.600000         1.208305        1967.905        6672.212        -346.698
     50288.5331712961        16.299999         1.276715        1895.228        6693.140        -350.308
     50288.5332870372        16.900000         1.300000        1822.327        6713.278        -353.877
     50288.5334027777        20.799999         1.442220        1749.211        6732.622        -357.403
     50288.5335185183        24.900000         1.577973        1675.888        6751.172        -360.888
     50288.5336342594        28.100000         1.676305        1602.367        6768.924        -364.329
     50288.5337499999        33.900002         1.841195        1528.657        6785.876        -367.728
     50288.5338657405        35.599998         1.886796        1454.766        6802.027        -371.083
     50288.5339814816        38.299999         1.957039        1380.704        6817.375        -374.394
     50288.5340972221        41.500000         2.037155        1306.479        6831.918        -377.661
     50288.5342129632        49.400002         2.222611        1232.099        6845.655        -380.883
     50288.5343287038        55.099998         2.347339        1157.574        6858.583        -384.060
     50288.5344444443        60.400002         2.457641        1082.912        6870.701        -387.191
     50288.5345601854        64.599998         2.541653        1008.123        6882.008        -390.277
     50288.5346759260        66.300003         2.574879         933.214        6892.502        -393.317
